seed,weight_factor,floor_mean,floor_std,wt_mech,wt_lin
54,0.8,0.008521699905395507,0.0040383339831899165,0.014382657408714295,0.011153894662857055
55,0.3,0.011270034313201904,0.003911202881266991,0.011411193013191222,0.013745957612991333
56,0.425,0.007406866550445557,0.003754068723250534,0.011110314726829528,0.012662440538406372
57,0.55,0.008158612251281738,0.004864968026312509,0.013136133551597595,0.015639787912368773
58,0.675,0.010529792308807373,0.005495550124104463,0.011302414536476135,0.01341564953327179
59,0.8,0.006436049938201904,0.003165651454295766,0.012132027745246887,0.01227450966835022
60,0.3,0.0069901347160339355,0.0045691067812838795,0.012065184116363526,0.011050727963447571
61,0.425,0.011413979530334472,0.007209487367306088,0.01137295961380005,0.011181721091270446
62,0.55,0.007034778594970703,0.002377525881041624,0.01519838571548462,0.013784447312355041
63,0.675,0.006706893444061279,0.0038052965591346666,0.011829835176467896,0.014153838157653809
64,0.8,0.00886380672454834,0.0048821723658546085,0.010819661617279052,0.014064231514930725
65,0.3,0.007648038864135742,0.0032102952723950355,0.01557002067565918,0.012956812977790833
66,0.425,0.010870158672332764,0.0059267954286337104,0.011280259490013123,0.010788193345069886
67,0.55,0.00987170934677124,0.005643800329249618,0.012271419167518616,0.01359708309173584
68,0.675,0.006866037845611572,0.0022644400904125966,0.012481820583343507,0.012557530403137207
69,0.8,0.007954549789428712,0.005569921264678011,0.012597322463989258,0.011942601203918457
70,0.3,0.0054890036582946776,0.0019091811358445021,0.012689632177352906,0.01264667809009552
71,0.425,0.009325361251831055,0.005385502453550908,0.010219362378120423,0.01353360116481781
72,0.55,0.007363677024841309,0.0014744458630897826,0.01195957362651825,0.013449960947036743
73,0.675,0.007754230499267578,0.0034033759834249306,0.011908394098281861,0.010161367058753968
74,0.8,0.009585118293762207,0.006103685240651863,0.01069391965866089,0.010702037811279297
75,0.3,0.00783315896987915,0.0028566768906248255,0.01225675642490387,0.010515666007995606
76,0.425,0.0067653656005859375,0.0039897708667476885,0.01081620454788208,0.012749645113945007
77,0.55,0.005291116237640381,0.001451529466491248,0.01294323205947876,0.015277910232543945
78,0.675,0.008668112754821777,0.0033766246216705106,0.011941030621528625,0.013744202256202698
79,0.8,0.008327722549438477,0.0031826572825694966,0.011129668354988098,0.01103833019733429
80,0.3,0.008939754962921143,0.0042005467311035495,0.012937653064727783,0.015613612532615662
81,0.425,0.006676363945007324,0.002694554385260762,0.013344687223434449,0.011356329917907715
82,0.55,0.006847167015075683,0.002480196197068544,0.011335170269012452,0.012601926922798157
83,0.675,0.008466577529907227,0.005162101905342148,0.012181511521339417,0.012692755460739136
84,0.8,0.008655333518981933,0.004947665724026166,0.012400087714195252,0.01357717216014862
85,0.3,0.008481836318969727,0.004755182528252542,0.012002629041671754,0.012406152486801148
86,0.425,0.007647454738616943,0.0035904185035141862,0.010896340012550354,0.012065830826759338
87,0.55,0.008691346645355225,0.0028557000996459066,0.011375871300697327,0.011603629589080811
88,0.675,0.00843963623046875,0.0036571109404376126,0.010870370268821716,0.012248590588569641
89,0.8,0.012092554569244384,0.005499621839302152,0.011401361227035523,0.013698160648345947
90,0.3,0.007116973400115967,0.004170827772066746,0.012218917906284332,0.014492714405059814
91,0.425,0.007397758960723877,0.002842294919541251,0.012029695510864257,0.010900944471359253
92,0.55,0.009966421127319335,0.009012668907645311,0.015031343698501587,0.01256849467754364
93,0.675,0.009279465675354004,0.005876601024436369,0.010505834221839904,0.012571623921394348
94,0.8,0.008087360858917236,0.0032556460504683214,0.01318337321281433,0.012076887488365173
95,0.3,0.007371330261230468,0.003650125376233097,0.012730702757835388,0.01216442883014679
96,0.425,0.0064846515655517575,0.003484014352226023,0.011768916249275207,0.01236785352230072
97,0.55,0.008196628093719483,0.0048104927443339725,0.012533950805664062,0.014059194922447204
98,0.675,0.007514858245849609,0.005004876165123921,0.012789699435234069,0.01324402391910553
99,0.8,0.010412561893463134,0.004035205192068932,0.013670399785041809,0.012926244735717773
100,0.3,0.009364497661590577,0.00593035023804725,0.012683212757110596,0.010476794838905335
101,0.425,0.006705760955810547,0.0019743423058254115,0.013861265778541566,0.012879717350006103
102,0.55,0.00759354829788208,0.0022823508773103076,0.014768949151039124,0.010818612575531007
103,0.675,0.010671615600585938,0.005636933182104336,0.012231510877609254,0.015429294109344483
104,0.8,0.006947124004364013,0.003628801250074928,0.011962014436721801,0.014037814736366273
105,0.3,0.00692143440246582,0.0024997662445268186,0.01109025776386261,0.01142679750919342
106,0.425,0.0076986908912658695,0.003460304215176406,0.010357218980789184,0.011934992671012879
107,0.55,0.0068217158317565914,0.002031876010882742,0.010371503233909608,0.011076754331588745
